name,wording,uid,voice,tags
dlg_hungry_heroes_active_fallback_02,"Psh, just let them come! Tear their heads off, bite their fingernails!",6013,2,
dlg_hungry_heroes_active_start_01,"The Playing-At-A-Snail’s-Pace Evil hadn’t exactly been circumspect. By now it had to be clear to even the most deaf hero that something had taken up residence in the Underground. Heroes being what they are, a group of adventurers had already set out to plunder this Dungeon’s treasures.",3994,1,
dlg_hungry_heroes_active_start_02,"Ha, they’ll pay for that. Break their legs! Pull out all their nose hair!",6012,2,
dlg_hungry_intro_01,"The Gruesome Evil’s army once again stood on the coast of the Western Kingdoms. There, off the coast, lay the Not-Quite-So-Free Cities, a place of indecent wealth. In the planned march on the capital, there was no way these cities could be left standing, as otherwise they would attack the Tactical Evil from behind!",3993,1,
dlg_hungry_intro_02,"To get there, it needed… a ship. Again. We’ve been here before. Since the Capable Evil’s creatures were still incapable of producing anything that floated, they had to “borrow” them from the natives.",6000,1,
dlg_hungry_intro_03,"Nearby lay the harbor town of Lotsawinter, home to many famous heroes and a famous seafaring town.",6001,1,
dlg_hungry_intro_04,"Unfortunately, Lotsawinter was extremely well guarded and a meeting place for extremely experienced, not to say high-level, heroes. The Prepared-To-Make-Sacrifices Evil’s miserable creatures wouldn’t stand a chance here!",6002,1,
dlg_hungry_intro_05,Then why are we here? That doesn’t make any sen…,6003,2,
dlg_hungry_intro_06,"Easy there! However, a MIGHTY creature was camped nearby. An Ogre!",6004,1,
dlg_hungry_intro_07,It’s fighting prowess would allow it to meet Lotsawinter’s defenders head on.,6005,1,
dlg_hungry_intro_08,"But first of all, the creature had to be… persuaded… to join the forces of evil.",6006,1,
dlg_hungry_intro_09,"Ha, no problem. I’ll just promise him a beating if he doesn’t get a move on.",6007,2,
dlg_hungry_intro_10,"Interesting idea, but I did just say that he’s really powerful, didn’t I? He’d mop the floor with everything we could muster against him!",6008,1,
dlg_hungry_intro_11,"Hmm… Well, let’s have a look at him first, then. Talk first, fight later!",6009,2,
dlg_hungry_mission_caption,"The Hungry, Hungry Ogre",5591,1,
dlg_hungry_mission_description,"What was it with the Perverted Evil and those Ships, anyway? Why did it always destroy them instead of saving them for another day? As may be, the Legendary Evil’s army once again stood on the coast wanting to set sail, but this time for the Not-Quite-So-Free Cities. But – as I said – it needed a ship to do so. Fortunately, the harbor town of Lotsawinter was not far off and luckily there was an ally in the area…",5609,1,
dlg_hungry_ogre_info_random_01,From the book “Ogres for Dummies”: Ogres are really heavy drinkers. Their Beer consumption is legendary! Once two Ogres got into a drinking contest and consumed the year’s supply of an entire dwarven kingdom in just one day!,5248,1,
dlg_hungry_ogre_info_random_02,"Want some more useless knowledge about Ogres? Ogres consume insane amounts of Beer. In order to process all that Beer, they also have an oversized bladder, which is why Ogres are often used as firefighters. Ugh, just the thought makes my toenails curl!",6015,1,
dlg_hungry_ogre_info_random_03,Did you know that Ogres like to eat sheep? I mean lots of sheep. I mean LOTS AND LOTS AND LOTS of sheep! This tremendous appetite is only surpassed by their record-breaking thirst for Beer.,6016,1,
dlg_hungry_ogre_info_random_04,"Useless Knowledge about Ogres for 200 points: An Ogre once took second place in an Intelligence contest. Although he was actually the only contestant, he ended up losing out to a fly that randomly flew into the Room…",6017,1,
dlg_hungry_outro_00_lose_01,"The Neglectful Evil had forgotten to keep an eye on its Dungeonheart. While it was off amusing itself somewhere else, a group of heroes from Lotsawinter ground it into dust. Oh well, it happens. *Cough* Loser! *Cough*",4016,1,
dlg_hungry_outro_01,The Ogre had done a truly artful job of reducing Lotsawinter to a pile of smoking rubble.,4015,1,
dlg_hungry_outro_01_lose_01,"The Careless Evil was accustomed to throwing his creatures at the enemy wave after wave, and had therefore not paid attention to the ogre, who was now breathing his last. Unfortunately, that also doomed the takeover of Lotsawinter…",4017,1,
dlg_hungry_outro_02,"Luckily the harbor escaped the destruction, as the Insidious Evil still wanted to “visit” the Not-Quite-So-Free Cities.",6072,1,
dlg_hungry_outro_03,"Very nice, we really cleaned house here, too. Tanos will be raging, he, he, he! So, then all creatures on board and anchors aweigh! Arrr!",6073,2,
dlg_hungry_outro_04,What happened to your good side?,6074,1,
dlg_hungry_outro_05,"Her? No idea, probably lying on some psychiatrist’s couch telling him what a rough childhood she had! Loser!",6075,2,
dlg_hungry_outro_06,Isn’t that your… Never mind. The Fabled Evil’s army made ready for departure.,6076,1,
dlg_hungry_outro_07,"Hey, can I come? But I might need a beer for the road… *burp*",6077,14,
dlg_hungry_sing_checkpoint_01,"So, can start… music. I in band, by the way. Called O.G.R.E.. Short for Okra Garlic Radish Ears. I think. Somehow forgot. Is solo band.",5251,14,
dlg_hungry_sing_checkpoint_02,"But before I start, I might need some… Beer. I mean, musician sober, really?",6063,14,
dlg_hungry_sing_checkpoint_03,More Beer? Honestly?,6064,2,
dlg_hungry_sing_checkpoint_04,The Stressed Evil had already seen something like this coming and was tired of the discussions. It set about brewing the barrels of Beer. The attack on Lotsawinter would have to work sooner or later…,6065,1,
dlg_hungry_sing_end_01,"Ah, that help, now I can start!",4014,14,
dlg_hungry_sing_end_02,Ogre solo!,6066,14,
dlg_hungry_sing_end_03,That’s… that’s… deafening… I mean intoxicating he he he…,6067,2,
dlg_hungry_sing_end_04,"My goodness, what kind of amateurish cacophony is that? It’s like someone ground an out-of-tune piano between two millstones! That’s repulsive!",6068,4,
dlg_hungry_sing_end_05,WHO INSULT OGRE MUSIC? YOU DIE FOR THAT!,6069,14,
dlg_hungry_sing_end_06,ROAR!,6070,14,
dlg_hungry_sing_end_07,"Finally! FINALLY! The Ogre tore through Lotsawinter’s city walls and entered an enraged battle with the critics of his disgusting… I mean marvelous music. Yeah, you show ‘em! A left, a right and jab! Jab! Alright!",6071,1,
dlg_hungry_sing_start_01,"Ah, that strengthen Ogre. Ogre now ready to fight.",4013,14,
dlg_hungry_sing_start_02,"Excellent, that's music to my ears!",6059,2,
dlg_hungry_sing_start_03,"Music? Oh, Ogre good musician! Ogre like make music. Wait, I show!",6060,14,
dlg_hungry_sing_start_04,"Wait, wait… NO, what have I done?!?",6061,2,
dlg_hungry_sing_start_05,"You’re doing that on purpose, right? We’ll never reach that damned city if you keep distracting that stupid Ogre with all sorts of nonsense! Gosh, I'd love to work with professionals, just once! Where did I put my Valium?!?",6062,1,
dlg_hungry_sleep_end_01,Ouch… Ogre head hurts… Blows not good for Ogre. I need healing Beer that make head so light!,4012,14,
dlg_hungry_sleep_end_02,"Beer? BEER???? My word, does it ever stop???",6057,2,
dlg_hungry_sleep_end_03,Obviously not. The Foreseeing Evil had anticipated something like this and had already gone into production…,6058,1,
dlg_hungry_sleep_start_01,"As the Ogre’s turgid little eyes closed in sleep and he happily began to snore, a large party of adventurers set out from Lotsawinter. They had accepted the quest to kill the Ogre. Stupid RPG elements!",4011,1,
dlg_hungry_sleep_start_02,"Kill the Ogre, after all the work we put in to the whole thing? Like hell! Rock ‘em, sock ‘em, tie their shoelaces together!",6056,2,
dlg_hungry_spawner_info_01,"The Ogre stubbornly ran ahead and turned left at a fork in the path. The Cautious Evil wondered what there was to discover in the other direction? Should it explore? Undaunted, the Ogre sprinted onward…",4006,1,
dlg_hungry_surprise_info_01,AN OGRE!,4000,4,
dlg_hungry_surprise_info_02,"Help, an ogre!",6034,5,
dlg_hungry_surprise_info_03,"Everybody run, an OGRE!",6035,4,
dlg_hungry_surprise_info_04,"People, that isn’t Shrek! Run!",6037,5,
dlg_hungry_units_info_01,Hey… those opponents… TIME TO MOSH!,4005,14,
dlg_infested_boss_died_heal_info_01,"You killed Elric the Healer? Just wait, you will pay for that!",6148,6,
dlg_infested_boss_died_resurrect_info_01,You killed Elric the Resurrector? For that you will be punished!,6149,6,
dlg_infested_boss_died_stun_info_01,You killed Elric the Stunning? You’ll be sorry!,6147,6,
dlg_infested_boss_skill_heal_random_01,"I am pretty, I am great, now I’ll heal myself without wait!",6151,6,
dlg_infested_boss_skill_heal_random_02,"I am healthy, I am whole, now I heal my body and soul!",6184,6,
dlg_infested_boss_skill_heal_random_03,They say I have HEALING hands! Ha ha ha!,6185,6,
dlg_infested_boss_skill_resurrect_random_01,"Yes, I’m pretty and here’s a wow: I’m resurrecting someone now!",6152,6,
dlg_infested_boss_skill_resurrect_random_02,"I am pretty and Goddess-led, watch me raise someone from the dead!",6186,6,
dlg_infested_boss_skill_resurrect_random_03,"In the name of the Goddess, rise from the dead!",6187,6,
dlg_infested_boss_skill_stun_random_01,See how STUNNING I am!,6150,6,
dlg_infested_boss_skill_stun_random_02,I am simply STUNNING!,6182,6,
dlg_infested_boss_skill_stun_random_03,"Yes, I’m pretty, yes I am. Now get ready for a body slam!",6183,6,
dlg_infested_bossfight_end_01,Argh… how could I lose… against you! I… this cannot… argh…,3680,6,
dlg_infested_bossfight_end_02,"Ha, and another one bites the dust. That made all three! Excellent, now it’s Tanos’ turn. I'll cut him down, stab him, wrap him in slimy leg compresses!",6188,2,
dlg_infested_bossfight_end_03,"Um… okay… Anyway, Elric had been defeated. Now only the bronze Titan of Alphaas stood as the last defense for the Not-Quite-So-Free Cities.",6189,1,
dlg_infested_bossfight_end_04,The Slavering-For-More-Destruction Evil steadfastly set out upon its way there.,6190,1,
dlg_infested_bossfight_flee_idle_01,The lily-livered Evil took to its heels and left its army to seek their salvation in panicked flight. A pitiful sight! But… somehow I saw that coming. I expected nothing and was disappointed to find even less!,3679,1,
dlg_infested_bossfight_start_01,"Stop, who entreats entry into the camp of the glorious Elric the Pretty?",6143,6,
dlg_infested_bossfight_start_02,Who the hell calls themself “the Pretty”?,6173,2,
dlg_infested_bossfight_start_03,"Ah, Thalya. I’ve been looking for you! Ha, my excellent mind tracked you down, just as I expected!",6174,6,
dlg_infested_bossfight_start_04,"Um, I came here on my own! You didn’t “track” me at all, you just sat around on your lazy arse while I sacked the entire area!",6175,2,
dlg_infested_bossfight_start_05,"Ah, silence, you wretched monster! I will now punish you. In the name of Good, in the name of the Goddess and in the name of Tanos! Your days are numbered!",6176,6,
dlg_infested_bossfight_start_06,"Are you finally done, you braggart? I'll put you away, I'll cut you down, I'll wipe your mouth with a dirty old rag!",6177,2,
dlg_infested_bossfight_start_07,"Ha, do you really think you're ready for me? You’re no worthy opponent for me! The Goddess herself has blessed me. I am worth three Paladins!",6178,6,
dlg_infested_bossfight_start_08,Stop exaggerating and let’s finally get down to…,6179,2,
dlg_infested_bossfight_start_09,"No, I REALLY am worth three. Watch and wonder.",6180,6,
dlg_infested_bossfight_start_10,"By the power of the Goddess, multiply me!",6181,6,
dlg_infested_camp_start_01,The Mighty Evil continued to march undaunted on the bronze Titan of Alphaas. On the way it reached an army camp belonging to the heroes. This was led by the Paladin Elric!,3674,1,
dlg_infested_camp_start_02,"Reinforced by the contaminated from the surrounding villages, it entered this battle joyously and carefree!",6169,1,
dlg_infested_camp_start_03,"Ha! We are going to kick his ass so bad! Go! Beat them, slay them, throw used hankies at them!",6170,2,
dlg_infested_camp_start_04,"Ugh, talk about disgusting… Anyway, the Thirsting-For-Action Evil marched into the army camp.",6171,1,
dlg_infested_camp_strong_start_01,The Battle-Ready Evil faced the Paladin… or rather the Paladins. It goes without saying that even three of those things would be no real challenge.,3678,1,
dlg_infested_camp_villeft_start_01,The Carefree Evil continued its march on the bronze Titan of Alphaas. On the way it reached an army camp belonging to the heroes. This was however led by the Paladin Elric!,3673,1,
dlg_infested_camp_villeft_start_02,The Not-Yet-All-That-Powerful Evil’s army was still a little weak-chested. It would make sense to first take all the villages in the area and then face this battle!,6168,1,
dlg_infested_camp_weak_start_01,The Precipitous Evil had entered battle against the paladin… or rather the paladins without gathering all available support. Courageous. Stupid… but courageous!,3677,1,
dlg_infested_eastvil_start_01,"The Plundering Evil’s army had entered the northeastern village. The inhabitants there would surely be quickly and carefully turned into Undead! Come on, lend a hand, here!",5934,1,
dlg_infested_evilhub_start_01,"Ah, the bronze Titan of Alphaas. Once it fell, the Not-Quite-So-Free Cities would sink into chaos. With a hateful grin the Destructive Evil set to work.",3683,1,
dlg_infested_evilhub_start_02,"That thing won’t last another three seconds. Go on, knock it over, bring it down, throw rust dust at it!",6191,2,
dlg_infested_farm_end_01,The Wicked Evil had taken the farm and “converted” the inhabitants to Undead. Splendid work!,3668,1,
dlg_infested_farm_end_02,There were several villages in the area. The inhabitants there would surely “convert” to Undead with a little convincing!,6160,1,
dlg_infested_farm_end_03,"Ok, I know what to do. Hit and hit and hit until nothing moves and then enlist it in the army when it starts moving again! Can do!",6161,2,
dlg_infested_farm_start_01,"The Marauding Evil’s army had discovered a farm. If this was taken, the inhabitants could also easily be “converted” to Undead!",3667,1,
dlg_infested_farm_start_02,Permanently converted. With axes and clubs! Ha ha ha!,6159,2,
dlg_infested_graveyard_discovered_info_01,"The Necromantic Evil had built a Graveyard. Normally that didn’t really mean much at all, but the contaminated water had soaked into the Underground there.",4373,1,
dlg_infested_graveyard_discovered_info_02,"Undead rise and obey my commands. I am the Lich King, I mean Thalya, General of the Devil, err, the Disgusting Evil. It is time to end your rest and face the repugnant living.",6166,2,
dlg_infested_intro_01,"The Merciless Evil’s army marauded through the Not-Quite-So-Free Cities. The bronze guardian, the Wonder of Alphaas, was very close by. If it fell, that would dramatically weaken the locals’ fighting spirit!",3663,1,
dlg_infested_intro_02,Meanwhile the contaminated water was working away…,6127,1,
dlg_infested_intro_03,"Hey, you really don’t look good. Are you contaminated?",6128,6,
dlg_infested_intro_04,I… but… but…,6129,5,
dlg_infested_intro_05,The contaminated must die!,6130,6,
dlg_infested_intro_06,But I have a wife and children… Argh!,6131,5,
dlg_infested_intro_07,"Every time one of the contaminated died, they reanimated as an Undead. Ha, now THIS is fun! Paladin Elric tried to regain control of the situation.",6132,1,
dlg_infested_intro_08,"Undead! Hah, an unworthy opponent for an outstanding Paladin such as myself! Die, monsters!",6133,6,
dlg_infested_intro_09,"You dare to kill a part of me, monster?! Hah, you will pay for that! But… I think I’d better resurrect myself again, first…",6134,6,
dlg_infested_intro_10,An outstanding victory for the forces of Good. Once again my fighting power shines in the Goddess’ glory!,6135,6,
dlg_infested_intro_11,"Time to heal my wounds! No problem, thanks to my wondrous powers!",6156,6,
dlg_infested_intro_12,"Meanwhile, Thalya had to deal with the tides.",6234,1,
dlg_infested_intro_13,"Hurry, hurry, high tide is coming, go now… Aaaah!",6235,2,
dlg_infested_intro_14,"Unholy hopping hellhounds, we should have offered our creatures a swimming course. Saved on the wrong things again.",6236,2,
dlg_infested_intro_15,"Fine, whatever, at least we’re here now. The Underground here is too soft for a Dungeon, but we should be able to take them anyway! Come on, follow me, mow them down, kill them, shove your fingers in their noses!",6237,2,
dlg_infested_mission_caption,The Titan of Alphaas,5593,1,
dlg_infested_mission_description,"Once the waters of the Not-Quite-So-Free Cities had been contaminated, the Oppressive Evil’s army set out to destroy the city's last landmark. The bronze Titan of Alphaas…",5611,1,
dlg_infested_outro_01,The bronze Titan of Alphaas had been destroyed. Nothing more stood in the way of the destruction of the Not-Quite-So-Free Cities! The Victorious Evil triumphed yet again.,3664,1,
dlg_infested_outro_02,"Oh yes, and it had also destroyed the last of Tanos’ companions in the process. Now it was time…",6136,1,
dlg_infested_outro_03,You KILLED Elric! Enough is enough. NOW I’m going to take care of you PERSONALLY!,6137,3,audioGroup_dialog2D_telepathic
dlg_infested_outro_04,Everything evil shall be destroyed!,6138,3,audioGroup_dialog2D_telepathic
dlg_infested_outro_05,"Uh, now it REALLY was time to face Tanos. The Doubtful Evil was not convinced that Thalya was up to this fight.",6139,1,
dlg_infested_outro_06,"Hmpf, I can take him! I hope…",6140,2,
dlg_infested_outro_lose_01,"The Miserable Evil had allowed the slender Thalya to die. Painful as it was, without a Dungeon or a Dungeonheart this was… FINAL!",3665,1,
dlg_infested_southvil_start_01,The Vilest Evil’s army had reached the southern village. A few beatings combined with their brief demise quickly “converted” the inhabitants into Undead.,5932,1,
dlg_infested_vampire_freed_01,The Joyous Evil had freed a Vampire from captivity. These mighty creatures were excellent fighters who froze their opponents’ blood in their veins – if they didn’t suck them dry like an overripe orange!,6163,1,
dlg_infested_vampire_random_01,The Blood-Sucking Evil had liberated another Vampire!,6164,1,
dlg_infested_vampire_random_02,"The Bloodless Evil had freed a Vampire, who immediately joined the army!",6165,1,
dlg_infested_vampire_random_03,The Anemic Evil had liberated yet another Vampire!,3670,1,
dlg_infested_vampire_start_01,"Oh, it seemed the villagers had also locked up one of the already transformed. It could prove very useful.",6162,1,
dlg_infested_villages_end_01,"The Destructive Evil had destroyed all of the surrounding villages. An excellent job, naturally only made possible by an extraordinary narrator’s copious directions! And now it determinedly advanced on the bronze Titan of Alphaas!",3675,1,
dlg_infested_westvil_start_01,"The Pillaging Evil had reached the western village. The inhabitants there were just begging to be transformed into Undead! At least, that's what I’ll say. Who cares what they REALLY want!",5933,1,
dlg_magic_dynamite_warehouse_end_01,The Acquisitive Evil had captured all the factories and armed them to the teeth. Now all that was left was to deal with the remaining Good locations and add them to the Evil empire!,9179,1,
dlg_magic_dynamite_warehouse_end_02,"No problem, we'll wipe the floor with these bozos. We’ll tear them up, we’ll rub them down… with SUPERGLUE!",9204,2,
dlg_magic_evil_hubs_idle_end_01,"The Merciless Evil had now seized all of the Good locations. Taking the factories would now be a toddler’s birthday. Well, a toddler's birthday party in the sense of simple. Because I've been to toddler's birthdays and, with anything less than two packs Valium, those little monsters are really… oh, I digress.",9177,1,
dlg_magic_first_dynamite_warehouse_idle_01,"The Explosive Evil had taken the first factory. It produces some highly dangerous, highly explosive potions that would provide some fulminant surprises in the attack on the Good Fairy. Hmm, that kind of went south…",9178,1,
dlg_magic_intro_01,"The Always-Rooting-For-The-Villain Evil’s army continued its march towards the disgusting… I mean, the Good Fairy’s capital!",9147,1,
dlg_magic_intro_02,But the Good Fairy’s fortress was well protected. It would take a special boom indeed to crack the meter-thick ramparts.,9148,1,
dlg_magic_intro_03,"The “I love it when a plan comes together”-Saying Evil had, of course, a plan. At least I hope so, for otherwise it had simply sent its troops into the Enchanted Forest for its own personal entertainment.",9149,1,
dlg_magic_intro_04,The Heroes here weren't exactly the friendliest of fellows. A huge troop was already on its way to wreak wrack and ruin upon the Dungeon!,9150,1,
dlg_magic_intro_05,"What? But, but, but… we haven't had the time to build a Dungeon yet! Panic! I said PANIC!",9151,2,
dlg_magic_intro_06,"Easy, there. For a strange fog drifted time and again through the Enchanted Forests, where it turned the local Heroes into bleating sheep. This was probably the reason for their aggression.",9152,1,
dlg_magic_intro_07,"Nobody knew where that weird fog came from. At least not officially, because the Good Fairy’s legal department sued anyone who claimed that her numerous factories had anything to do with it!",9153,1,
dlg_magic_intro_08,"Ha, excellent! Sheep shouldn’t be any problem! Hmmm, battle and barbecue! But the fog doesn't affect evil creatures, does it?",9154,2,
dlg_magic_intro_09,Probably not. But I'm sure you'll find out. At least as a sheep you wouldn't be interrupting me all the time!,9155,1,
dlg_magic_intro_10,Apart from that – and to bridge the arc to the beginning – there were also some factories in the area that mixed highly explosive potions for the Good Fairy. These had to be conquered for the impending attack on the Good Fairy’s fortress!,9156,1,
dlg_magic_mission_caption,Fog and Sheep,9128,1,
dlg_magic_mission_description,The Uses-Entire-Trees-For-Toothpicks Evil entered the Enchanted Forest. There it had an ingenious plan that would help it destroy the Good Fairy…,9129,1,
dlg_magic_outro_01,"It was done! The Enchanted-Forest-Plundering Evil had raged through the Heroes, captured the Good Fairy’s factories and generally sown chaos and destruction.",9185,1,
dlg_magic_outro_02,"Ha, you know, that was kinda fun. I don't know why we did it, but… WHO CARES! Ha ha ha ha, I haven't had that much fun in a long time!",9186,2,
dlg_magic_outro_03,"In reality, the Secretive Evil was not willing to share its diabolical plan with others, but rather kept the terrible details to itself.",9187,1,
dlg_magic_outro_04,"But soon everything would become clear, for now the time had come to destroy the GOOD FAIRY’S fortress!",9188,1,
dlg_magic_outro_05,"Ha, we'll show the old bat. We’ll wipe the floor with her, give her what for, put pepper juice in her eyedops! Ha ha ha!",9189,2,
dlg_magic_outro_lose_01,"The Pathetic Evil had once again failed and allowed the extremely incompetent Heroes to destroy its Dungeonheart. Well, maybe someone should take another look at the tutorials…",9219,1,
dlg_magic_red_riding_hood_end_01,"The Atrocious Evil had killed Little Red Riding Hoodie! A sad and hungry wolf went on lying in her grandmother's bed waiting in vain for his lunch. Ha ha ha, now THAT’S evil!",9176,1,
dlg_magic_red_riding_hood_failed_01,"The Conscience-Plagued Evil hadn’t been able to get itself to stop Little Red Riding Hoodie. As a result, something bad would happen!",9175,1,
dlg_magic_red_riding_hood_failed_02,"Okay, so what happens now?",9199,2,
dlg_magic_red_riding_hood_failed_03,"Well, hmm, I assumed that something would have happened! Oh, great, the Incompetence All-Stars were obviously on the job again. It would seem those simpletons Realmforge forgot to insert a punishment here!",9200,1,
dlg_magic_red_riding_hood_failed_04,"You have to do everything yourself around here! I'm just going to keep sending Heroes out from this house, because: You get what you deserve! Ha, that will teach you not to fulfill secondary goals!",9201,1,
dlg_magic_red_riding_hood_pause_start_01,"“Wolfish Evil, why do you have such big eyes?” “So that I can better see when Little Red Riding Hoodie takes a break, like now!”",9172,1,
dlg_magic_red_riding_hood_pause_start_02,"“Grandmotherly Evil, why do you have such big ears?” “So that I can better hear when Little Red Riding Hoodie takes a break and pours herself a little of the hard stuff, like now!”",9173,1,
dlg_magic_red_riding_hood_pause_start_03,"“Grandmotherly Evil, why do you have such big teeth?” “So that I can devour Little Red Riding Hoodie in a single bite the next time she takes a break. Like right now!”",9174,1,
dlg_magic_red_riding_hood_start_01,"And, as if the Pulling-Its-Hair-Out-By-The-Roots Evil wasn’t already stressed enough, a new problem arose.",9169,1,
dlg_magic_red_riding_hood_start_02,"A priestess dressed in red whom, for copyright reasons, we shall call Little Red Riding Hoodie, was on her way to visit her grandmother in the Enchanted Forest. If she made it there, something terrible was sure to happen!",9170,1,
dlg_magic_red_riding_hood_start_03,"A-ha, like what?",9171,2,
dlg_magic_red_riding_hood_start_04,"No idea, that’s all it says here. I suppose it can be assumed that the Killer-Game-Playing Evil will promptly take care of the problem!",9195,1,
dlg_magic_sheep_end_random_01,The fog slowly lifted. The Overworld Heroes would soon cease their bleating and return to their own shapes.,9165,1,
dlg_magic_sheep_end_random_02,The fog lying across the Overworld slowly dissipated. The sheep would soon turn back into Heroes!,9166,1,
dlg_magic_sheep_end_random_03,The fog slowly began to lift. Soon the Heroes would be Heroes once more.,9167,1,
dlg_magic_sheep_end_random_04,The fog wouldn't last much longer. Soon the sheep on the surface would become Heroes once again.,9168,1,
dlg_magic_sheep_kill_random_01,Baahh… were the sheep's last words before it disappeared in a cloud of blood.,9180,1,
dlg_magic_sheep_kill_random_02,The Sheep-Counting Evil grabbed another sheep to make socks for his Little Snots.,9181,1,
dlg_magic_sheep_kill_random_03,"With a rattled “baah”, another sheep bit the dust.",9182,1,
dlg_magic_sheep_kill_random_04,The Sheep-Massacring Evil had killed yet another of these walking wool factories!,9183,1,
dlg_magic_sheep_kill_random_05,A sheepified Hero was annihilated by the Sheepified-Heroes-Annihilating Evil.,9184,1,
dlg_magic_sheep_random_01,Fog drifted in and turned the Heroes into sheep.,9161,1,
dlg_magic_sheep_random_02,Fog wafted over the Overworld and turned Heroes into sheep.,9162,1,
dlg_magic_sheep_random_03,Fog drifted in and turned the Heroes into sheep.,9163,1,
dlg_magic_sheep_random_04,"Fog slowly wound its way over the Overworld, leaving bleating sheep where Heroes once stood.",9164,1,
dlg_occupy_armory_random_01,King Arcturus’ army had discovered an Arsenal. They immediately helped themselves to the equipment.,9499,1,
dlg_occupy_armory_random_02,An Arsenal has been discovered and looted.,9500,1,
dlg_occupy_evil_attack_first_time_01,Scouts reported evil Creatures marching towards King Arcturus’ camp.,9509,1,
dlg_occupy_evil_attack_first_time_02,"What? Evil Creatures are marching towards my camp? Stop them, my subjects!",9523,16,
dlg_occupy_evil_attack_random_01,The King's camp has been attacked!,9510,1,
dlg_occupy_evil_attack_random_02,The camp is under attack!,9511,1,
dlg_occupy_evil_attack_random_03,Your camp is under attack!,9512,1,
dlg_occupy_first_gold_mine_end_01,"The King had conquered a gold mine. The Workers there were briefly thankful, but were immediately sent back to work to mine gold for their “saviour”. How noble…",9496,1,
dlg_occupy_first_gold_mine_found_01,"A gold mine? Ha, free the Workers from the chains of Evil! They’re supposed to work for ME!",9495,16,
dlg_occupy_first_spawner_lost_01,"King Sleepyhead… I mean, Arcturus had allowed his camp to be completely destroyed. With that, the reconquest of his kingdom ended before it had even begun…",9525,1,
dlg_occupy_intro_01,"Finally back in my beloved Stormbreeze. Oh, how I missed you. My castle, my city, my… Wait a minute… what in the Goddess’ name happened here??!!!?",9482,16,
dlg_occupy_intro_02,"My lands, my city… all destroyed by Evil? But I only just stepped out to find the Holy Grail!",9483,16,
dlg_occupy_intro_03,"King Arcturus, ruler of the Far More Eastern Kingdoms, reached his home after successfully finding the Holy Grail for his goddess. Unfortunately, he had to discover that there had been some… well… complications in his absence.",9484,1,
dlg_occupy_intro_04,"People of the Far More Eastern Kingdoms, despair not! Evil may have invaded our lands, but we have not yet been defeated. This is our land and we will reclaim it in the name of the goddess! Follow me, follow the Holy Grail!",9485,16,
dlg_occupy_intro_05,King Arcturus made a fiery speech to his army. These words – and the fact that they didn’t really have any other choice – motivated the men to recapture the land!,9486,1,
dlg_occupy_intro_06,And so they set out to regoodify the Far More Eastern Kingdoms!,9487,1,
dlg_occupy_intro_07,"It was probably wise to take back one of the gold mines first, because the troops wanted to be paid, just like in any good real-time strategy game!",9488,1,
dlg_occupy_intro_08,"Knights of the Expound Table, follow me!",9489,16,
dlg_occupy_magic_spawner_lost_01,"King Arcturus had lost one of his buildings and would henceforth have to do without Magical units. Hey, nothing comes from nothing, loser boy!",9507,1,
dlg_occupy_melee_spawner_lost_01,"With a small puff of smoke, one of King Arcturus’ buildings went up in flames. Well, nothing says Kings have to be gifted strategists…",9505,1,
dlg_occupy_mission_caption,The Return of the King,9658,1,
dlg_occupy_mission_description,"During the events of Thalya's crusade, King Arcturus had been on a quest to find this strange Holy Grail. But then he came back…",9659,1,
dlg_occupy_outro_01,"This land is ours. May it shine in the splendour of King Arcturus' reign and be the cornerstone of my new kingdom! Onwards, comrades! Let us forge a new kingdom and eradicate all evil from this land!",9513,16,
dlg_occupy_outro_02,"Indeed, the King actually had reclaimed part of the Far More Eastern Kingdoms. But the Evil was not asleep, either. It never slept, because its metal armor was far too uncomfortable for that. That's probably why it was so evil in the first place!",9514,1,
dlg_occupy_outro_03,"But I digress. So the Evil never slept, and it had not missed the fact that something Good had settled in its lands. Soon it would react…",9515,1,
dlg_occupy_outro_lose_01,"And down King Arcturus went! Evil had triumphed… uh, wait a minute, Evil isn’t supposed to triumph until the end of this DLC! Oh, my word, did you let the King die, you idiot? Tsk tsk tsk…",9524,1,
dlg_occupy_population_limit_random_01,"King Arcturus’ army had reached an unreasonable size. He could not supply any more units at the moment, for gold coins only drove the hunger away for a brief time.",9498,1,
dlg_occupy_range_spawner_lost_01,King Arcturus' tactical finesse left… room for improvement. He had just lost one of his buildings to the enemy and was no longer able to train new Ranged fighters.,9503,1,
dlg_occupy_range_spawner_lost_02,"Despair not, my friends! We will still crush and defeat the enemy! After me!",9504,16,
dlg_occupy_second_gold_mine_end_01,"King Arcturus had added a second gold mine to his possessions. Undeterred, he left the enslaved Workers there to slave away. “Naturally”, this time for a good cause…",9497,1,
dlg_occupy_trapped_heroes_first_time_start_01,"My subjects in captivity? What an outrage! Free the prisoners, men!",9492,16,
dlg_occupy_trapped_heroes_random_01,King Arcturus freed other prisoners who gladly joined his army!,9493,1,
dlg_occupy_trapped_heroes_random_02,Other prisoners were freed and joined the King's army!,9494,1,
dlg_occupy_turned_heroes_start_01,"The Crazy Evil's… I mean, King Arcturus' armies came across some Heroes. But they had already turned to Evil and faced the troops of Good!",9501,1,
